Reference,Name,Geometry,Start date,Legislation,Notes,Point,End date,Document URL
CA6,Camden Square,"POLYGON ((-0.125888391245 51.54316508186, -0.125891457623 51.543177267548, -0.125903428774 51.54322160042, -0.125930547953 51.543334230718, -0.125947727863 51.543405167739, -0.125969981594 51.543497312658, -0.12605833877 51.543907955704, -0.126191422225 51.544425306788, -0.126350904474 51.545035318138, -0.12652113964 51.545667346902, -0.126614109863 51.545772038097, -0.126684767158 51.545809126673, -0.126826701506 51.545865333281, -0.126868731987 51.545892974636, -0.127673395964 51.546319452711, -0.128026700861 51.546495991888, -0.128449812169 51.54672758416, -0.128774367703 51.546903572592, -0.129197486609 51.547135162181, -0.128677516631 51.547504547839, -0.128350854162 51.547733172108, -0.127949468476 51.548023534555, -0.12775626889 51.548164294802, -0.127754918112 51.548168228917, -0.127758844394 51.548171078502, -0.127795209964 51.54819773009, -0.127828120968 51.548221629511, -0.127861781962 51.548244641868, -0.127892006833 51.548264452818, -0.127922959549 51.548283915765, -0.127950461356 51.548300536714, -0.127977825894 51.548317604974, -0.128034247563 51.54834817242, -0.128063267801 51.54836257003, -0.128092169213 51.548376965738, -0.128126920604 51.548393702281, -0.128162266239 51.548410448293, -0.128196917281 51.548426733708, -0.128232299856 51.548442581274, -0.128263404076 51.548458360591, -0.128295971332 51.548473264222, -0.128333456283 51.5484900443, -0.128371773171 51.548506837635, -0.128402932811 51.548521269279, -0.128434787094 51.548536161499, -0.128477171396 51.548555267197, -0.128519674578 51.548574374775, -0.128551565819 51.54858836854, -0.128615307792 51.54861734431, -0.128647143774 51.548632685686, -0.12868673131 51.548650398189, -0.128727169227 51.548667674732, -0.128757634465 51.548681645701, -0.128788831227 51.548695178819, -0.128820685762 51.548710070936, -0.128852439911 51.548724511937, -0.128887960233 51.54873991199, -0.128923361735 51.548755310138, -0.128947401255 51.548766481567, -0.128971440787 51.548777652993, -0.128992683366 51.548787431301, -0.129013249758 51.548796299813, -0.129038002391 51.548807482593, -0.129062041968 51.548818654, -0.129093926177 51.548832827303, -0.129099025446 51.548833178301, -0.129203242943 51.548753928561, -0.130495620809 51.547839280107, -0.131311077793 51.547255592336, -0.13357114285 51.545640071187, -0.133838408798 51.545455438941, -0.13415027704 51.545235644649, -0.134730020885 51.544813154867, -0.135086242195 51.544567002858, -0.135219564817 51.544479220228, -0.13618510577 51.543793149594, -0.136293707233 51.543713693563, -0.136437733959 51.543608279135, -0.135519356307 51.543144094129, -0.134529606891 51.542660696881, -0.134501098975 51.542651253534, -0.134182193122 51.542488496162, -0.133957578895 51.542543719989, -0.133156040424 51.542746824185, -0.132849703282 51.542831851642, -0.132660469506 51.542873791161, -0.132472090166 51.54289776369, -0.132014508805 51.542956468065, -0.131767526727 51.542988676516, -0.131602090666 51.543009866384, -0.131558587268 51.543018163845, -0.131544090021 51.543017933009, -0.131500467775 51.543026228556, -0.131282843351 51.543058723656, -0.130877378022 51.543099104557, -0.130862145318 51.543032694437, -0.130801844579 51.542795203124, -0.130793317716 51.542759556212, -0.130791059961 51.542759520248, -0.130780988334 51.542723848728, -0.130768014804 51.542671948714, -0.130763549696 51.542656144828, -0.130752821948 51.542656783052, -0.130739982222 51.542616122851, -0.130727066715 51.542615018093, -0.130601394551 51.542603126913, -0.130596850552 51.542606650582, -0.130354451815 51.542593798517, -0.130321280186 51.542593719492, -0.130274535358 51.542591176649, -0.130241511096 51.54258750389, -0.130108209219 51.542567399471, -0.130057344107 51.54255804827, -0.129944206406 51.542539164006, -0.129857575837 51.542523399134, -0.129760982165 51.542507025896, -0.129646336805 51.542487218296, -0.12962412974 51.542483627877, -0.129615625691 51.542482233707, -0.129515895643 51.54246985584, -0.129483934633 51.542457659171, -0.129474853479 51.542415260699, -0.129425537873 51.542420318163, -0.129420547089 51.542420238605, -0.129415537876 51.54242060826, -0.129411122805 51.542420987386, -0.129408252499 51.542421391137, -0.129403142887 51.542421309684, -0.129398883501 51.542420792276, -0.129394660972 51.54241937644, -0.129390356472 51.542417060283, -0.129387633597 51.542413870323, -0.129386355089 51.542410253881, -0.129164157095 51.542429636407, -0.129130206275 51.542431162849, -0.128991913847 51.542445769473, -0.128968805873 51.542446749542, -0.128918814078 51.542450896998, -0.128865302521 51.542456786337, -0.128823327504 51.542459713063, -0.128774112177 51.542465221362, -0.128739266843 51.542468261753, -0.128710326048 51.542472295309, -0.128641567548 51.542478840416, -0.128577855128 51.542484117436, -0.128579459372 51.542497178744, -0.128503183929 51.542513043549, -0.128481354351 51.542517639973, -0.128463089621 51.54252229325, -0.128433919311 51.542529020125, -0.128367049652 51.542544585352, -0.12829628524 51.542562335957, -0.128230804549 51.542578822278, -0.128222037865 51.542580929977, -0.128165463155 51.542589017677, -0.128094196663 51.542604512614, -0.128027976252 51.542618739485, -0.128022098323 51.542619994237, -0.127959594753 51.542633471251, -0.127939562249 51.542637736639, -0.12792240745 51.542641418623, -0.12789915181 51.542645992189, -0.127838827664 51.542658514993, -0.127810407039 51.542664354659, -0.127793742291 51.542667684838, -0.127726827171 51.542681450949, -0.127667234351 51.542693535826, -0.1276076415 51.542705620672, -0.127550937404 51.542716852569, -0.127527562862 51.542721424165, -0.127488355324 51.542729339164, -0.127433077118 51.542740593759, -0.127369863932 51.542753969236, -0.127330537512 51.542761882286, -0.127307281754 51.542766455734, -0.12729995939 51.542768136907, -0.127247633366 51.542779888037, -0.127238153626 51.542781984284, -0.127195243839 51.542790289607, -0.127166228908 51.542796119635, -0.127126189444 51.542804021237, -0.127102202219 51.542809032478, -0.127000393738 51.542829882882, -0.126900742544 51.542850318126, -0.126806256281 51.542869487213, -0.126732749608 51.542884496064, -0.126707336348 51.54288948446, -0.126577240177 51.542915816413, -0.126466701313 51.5429378755, -0.126411422613 51.542949129611, -0.126266045795 51.542976925371, -0.126245660192 51.542981094933, -0.126222404218 51.542985668165, -0.126124233688 51.543004777878, -0.125999888362 51.543012681306, -0.12590526079 51.543017912671, -0.125898706703 51.543018257504, -0.12591282045 51.543062534694, -0.125888391245 51.54316508186))",01/04/1980,,,POINT (-0.130484959448 51.544845663239),,https://www.camden.gov.uk/camden-square-conservation-area-appraisal-and-management-strategy
CA20,Holly Lodge Estate,"POLYGON ((-0.146428727721 51.564619771553, -0.146460037585 51.564917651714, -0.146469058792 51.565052732507, -0.146472123581 51.565331377816, -0.146490416283 51.565592463534, -0.146543095711 51.566069939532, -0.146561291428 51.566383165069, -0.146635471267 51.566387482604, -0.14679757666 51.566394536532, -0.146905521975 51.566399386885, -0.14702530018 51.566382398658, -0.147057958648 51.566377969669, -0.147170393019 51.56636311286, -0.147322473214 51.566347533107, -0.147412354868 51.566337264608, -0.147585570095 51.56631977055, -0.147748505709 51.566303462538, -0.147941173114 51.566284476874, -0.14808681438 51.56626924405, -0.148215106712 51.566256434368, -0.148396168225 51.566239062876, -0.14839854549 51.566233256938, -0.148521011932 51.566220355039, -0.148597705497 51.566212574619, -0.148626742207 51.566209436563, -0.148655760669 51.566206747707, -0.148677353093 51.566205290226, -0.148699082652 51.566203385408, -0.148720830452 51.56620103138, -0.148741173439 51.566198115802, -0.148767219589 51.566195380049, -0.148773795133 51.566194584746, -0.148844727075 51.566188061797, -0.148882479349 51.566184162113, -0.148932413317 51.566179106004, -0.148982484408 51.56617360254, -0.149015664045 51.566170979203, -0.149048999051 51.566167459317, -0.14907659076 51.566164747863, -0.149103331984 51.566162472489, -0.149194566647 51.566154021938, -0.149227188277 51.566150490756, -0.149248222676 51.566148125383, -0.14925909655 51.566146948318, -0.149280826059 51.566145043392, -0.149293839985 51.56614390006, -0.149309862682 51.566141905167, -0.149325748249 51.566140357604, -0.149329333242 51.566139964622, -0.149332323776 51.566139562269, -0.149340207112 51.56613878755, -0.149343197646 51.566138385196, -0.149346800876 51.566137543007, -0.149398893036 51.566132071225, -0.149446074147 51.566127420999, -0.149460152178 51.566152814604, -0.149504568723 51.566230917688, -0.149507239775 51.566235454736, -0.149547250185 51.566299014625, -0.149561520158 51.566322613264, -0.149585852232 51.566362102807, -0.149612178533 51.566405219732, -0.149664200352 51.56649234261, -0.149705342524 51.56656320209, -0.149712797799 51.566575905436, -0.149764161271 51.566661669385, -0.149774946327 51.566680268629, -0.149815451997 51.566749230142, -0.149823602451 51.566762393928, -0.149865534989 51.566831377909, -0.149871554121 51.566841361642, -0.149916099583 51.566916320107, -0.149937724641 51.566952170947, -0.149968104239 51.567003892043, -0.149991787816 51.567044719749, -0.150018114845 51.567087836577, -0.15004175254 51.567126865571, -0.150068744196 51.567174128208, -0.150081487284 51.567197253219, -0.150111299679 51.567245369383, -0.150120054287 51.567261239633, -0.150134133009 51.567286633155, -0.150174090438 51.567351540447, -0.150227504576 51.567439583962, -0.150304407573 51.567570339897, -0.150371270241 51.567684665901, -0.150442749143 51.567805447408, -0.150515046109 51.567926601351, -0.150586611843 51.568048193222, -0.150983161436 51.568000949482, -0.151027820081 51.568055592142, -0.151016449576 51.568124725095, -0.151004541962 51.568186567779, -0.151155145632 51.56817230828, -0.151405518412 51.568135796375, -0.151512176639 51.568105022254, -0.151609137151 51.568078680197, -0.151658001872 51.568067762663, -0.151703857714 51.568057696728, -0.151754103119 51.568045002914, -0.151736021852 51.567992127425, -0.151820086505 51.567966930658, -0.152010603504 51.567910146926, -0.152009267808 51.56790787843, -0.151993120573 51.567880654601, -0.151988976382 51.567874296447, -0.152176448585 51.567825105923, -0.152163635065 51.567803688115, -0.152142368201 51.567767753435, -0.152166005658 51.567762821442, -0.152187095298 51.567759107928, -0.152211842876 51.56775320451, -0.15221689115 51.567751935481, -0.152323966332 51.567728448995, -0.152374869958 51.567717113757, -0.152495032112 51.56769068661, -0.152535720245 51.567681887511, -0.152566066843 51.567734506389, -0.152589369399 51.567729029648, -0.152620710821 51.56772188142, -0.152679157995 51.567864931201, -0.152806545185 51.567836369949, -0.152808703527 51.567835954414, -0.152995887119 51.567793860051, -0.153192413415 51.567750204298, -0.153391948026 51.567705696619, -0.153537533826 51.567674274426, -0.153635005432 51.567652883221, -0.153680860405 51.567642816524, -0.153691057541 51.567640729421, -0.153699824286 51.567638709721, -0.153711470007 51.567636106005, -0.153750374397 51.567627278454, -0.153785675504 51.567619293214, -0.153883224564 51.567601858572, -0.153885953676 51.567534477348, -0.153888887735 51.567459098347, -0.153889841098 51.567435559839, -0.153890565217 51.567417681354, -0.15386471088 51.567345175905, -0.153762356858 51.567020110201, -0.153655651814 51.566802494996, -0.153617343293 51.56668502397, -0.153619411567 51.566631027278, -0.153601200089 51.566369854312, -0.153567013761 51.566144749227, -0.153529087879 51.566009034696, -0.153410180039 51.565737377835, -0.153383829858 51.565674213931, -0.153331014457 51.565565414576, -0.153264429927 51.565420618836, -0.1531467395 51.565121921314, -0.153053695119 51.564922590094, -0.153013929744 51.564841145382, -0.152962709377 51.564678341723, -0.152857280818 51.564074180473, -0.152740929988 51.563739633867, -0.152662026387 51.563549604561, -0.152595572902 51.563404630676, -0.152554472198 51.563359124336, -0.152540815298 51.563340929638, -0.15243144905 51.563186380346, -0.152376699217 51.56312249955, -0.15219699961 51.562921713828, -0.152100080481 51.562821119685, -0.151847710771 51.562617121844, -0.151777749869 51.562640922464, -0.151769675452 51.562643492315, -0.151574399332 51.562709640056, -0.151504920965 51.562733268314, -0.15137028024 51.56277969368, -0.151286194555 51.562808575628, -0.151143515333 51.562856672129, -0.151111318031 51.562867402432, -0.151085750393 51.562875989663, -0.151004612293 51.562902580459, -0.150901509337 51.562936916147, -0.150854013284 51.562952349855, -0.150820352802 51.562963956021, -0.150798406227 51.562971251742, -0.150695998043 51.563006047689, -0.150686478675 51.563009044199, -0.150589886082 51.563041234695, -0.15055333581 51.563053694251, -0.150491949184 51.563074302924, -0.150417299376 51.563099287454, -0.150383638676 51.563110893492, -0.150287146314 51.563143534815, -0.150284256644 51.563144388275, -0.15027762689 51.563146531291, -0.150162827032 51.563184727491, -0.150153307592 51.563187723957, -0.150117488616 51.563199745406, -0.150041378978 51.563225515787, -0.149964537718 51.563251724084, -0.149922939276 51.563265452377, -0.149865904842 51.563284331331, -0.149852765917 51.56323288186, -0.149845409466 51.563203099267, -0.149844165162 51.563198584709, -0.149836835682 51.563165206583, -0.149828243681 51.563127763105, -0.149819615232 51.563091218041, -0.149816686792 51.563075439571, -0.149804429003 51.563019868626, -0.149787473386 51.562942288293, -0.149785469833 51.562935963789, -0.149785579219 51.562933268543, -0.149766786483 51.56286285117, -0.149789455511 51.562784996336, -0.14979115557 51.562778280707, -0.14979656058 51.562753553775, -0.149798955704 51.562747298594, -0.149804750937 51.562727612154, -0.149812255718 51.562703907203, -0.149834523516 51.562635934923, -0.149850986554 51.562584951962, -0.149983987026 51.562115797512, -0.150001454633 51.56205763844, -0.150014296141 51.562007946869, -0.150028637103 51.561956480946, -0.15003604809 51.561917491674, -0.150044851581 51.561896953636, -0.150065191801 51.56183542366, -0.150008147505 51.561848728785, -0.149989772838 51.561853024075, -0.149206977676 51.561939484715, -0.149090930143 51.561955724838, -0.148655526652 51.562020688655, -0.148292156631 51.562086966867, -0.147577496272 51.562273470141, -0.147416714107 51.562324962335, -0.147357718639 51.562359901047, -0.147298481665 51.562394925817, -0.147222914226 51.562483452434, -0.147053840274 51.562741850677, -0.1467431608 51.563276340662, -0.146695619368 51.563383558856, -0.146647597224 51.563499669441, -0.146529731714 51.563911613724, -0.146490833991 51.564163166274, -0.146452096202 51.564404922339, -0.146428727721 51.564619771553))",01/06/1992,,,POINT (-0.150097204178 51.564975754948),,https://www.camden.gov.uk/holly-lodge-conservation-area
